CMC_id,CMC_rank,name,ticker,web_primary,web_secondary,source_code,check_source,notes,repo,forge
4121,230,Sapphire,SAPP,https://sappcoin.com/,,https://github.com/sappcoin-com/SAPP,y,,sappcoin-com/SAPP,github
8757,231,SafeMoon,SAFEMOON,https://safemoon.net/,,https://github.com/safemoonprotocol/Safemoon.sol/tree/main,y,,safemoonprotocol/Safemoon.sol/tree/main,github
11346,232,Radio Caca,RACA,https://www.radiocaca.com/,,https://github.com/radiocaca/radio-caca,y,,radiocaca/radio-caca,github
10442,233,Decentralized Social,DESO,https://deso.org,,https://github.com/deso-protocol/core,y,,deso-protocol/core,github
4361,234,Bitpanda Ecosystem Token,BEST,https://www.bitpanda.com/en/best,,private,y,,,
2758,235,Unibright,UBT,https://unibright.io/,,private,y,,,
3918,236,Safe,SAFE,https://www.anwang.com/,,https://github.com/safe-anwang/safe,y,,safe-anwang/safe,github
14519,237,VVS Finance,VVS,https://vvs.finance/,,private,y,,,
10778,238,Metahero,HERO,https://metahero.io,,https://github.com/metahero-io/metahero-contracts,y,,metahero-io/metahero-contracts,github
4660,239,Telos,TLOS,https://telos.net/,,https://github.com/telosnetwork/telos-decide,y,,telosnetwork/telos-decide,github
12885,240,Astar,ASTR,https://astar.network/,,https://github.com/AstarNetwork/Astar,y,,AstarNetwork/Astar,github
5326,241,Orbit Chain,ORC,https://orbitchain.io/,,private,y,,,
9040,200,Pundi X (New),PUNDIX,https://pundix.com/,,private,y,,,
5625,243,LUKSO,LYXe,https://lukso.network,,https://github.com/lukso-network/rICO-smart-contracts,y,,lukso-network/rICO-smart-contracts,github
14556,244,Boba Network,BOBA,https://boba.network/,,https://github.com/bobanetwork/boba,y,,bobanetwork/boba,github
2467,246,OriginTrail,TRAC,https://origintrail.io/,,https://github.com/OriginTrail/ot-node,y,,OriginTrail/ot-node,github
5176,245,Tether Gold,XAUT,https://tether.to/,,private,y,,,
3964,247,Reserve Rights,RSR,https://reserve.org/,,https://github.com/reserve-protocol/smart-contracts,y,fork of Kyber Network,reserve-protocol/smart-contracts,github
7505,249,Everscale,EVER,https://everscale.network,https://flatqube.io/swap,https://github.com/tonlabs/TON-SDK,y,,tonlabs/TON-SDK,github
1759,248,Status,SNT,http://status.im/,,https://github.com/status-im/status-go,y,,status-im/status-go,github
1320,250,Ardor,ARDR,https://www.jelurida.com/ardor,,https://bitbucket.org/Jelurida/ardor/src,y,,Jelurida/ardor/src,bitbucket
10729,251,UFO Gaming,UFO,https://www.ufogaming.io/,,private,y,,,
7334,252,Conflux,CFX,https://confluxnetwork.org/,,https://github.com/Conflux-Chain/conflux-rust,y,,Conflux-Chain/conflux-rust,github
1816,253,Civic,CVC,https://www.civic.com/,,https://github.com/civicteam/npm-civic-sip-api,y,,civicteam/npm-civic-sip-api,github
2982,254,MVL,MVL,http://mvlchain.io,,https://github.com/mvlchain/mvltoken,y,,mvlchain/mvltoken,github
8766,255,MyNeighborAlice,ALICE,https://www.myneighboralice.com/,,private,y,,,
3600,256,Humanscape,HUM,https://humanscape.io/,,https://github.com/humanscape/eslint-config,y,,humanscape/eslint-config,github
2868,257,Constellation,DAG,https://www.constellationnetwork.io,,https://github.com/Constellation-Labs/constellation,y,,Constellation-Labs/constellation,github
1680,258,Aragon,ANT,https://aragon.org/,,https://github.com/aragon/govern,y,,aragon/govern,github
4041,259,MX TOKEN,MX,https://www.mexc.com,https://www.mexc.cc,private,y,,,
11396,260,JOE,JOE,https://www.traderjoexyz.com/#/home,,https://github.com/traderjoe-xyz/joe-core,y,,traderjoe-xyz/joe-core,github
7486,261,Rari Governance Token,RGT,http://rari.capital/,,https://github.com/Rari-Capital/solmate,y,,Rari-Capital/solmate,github
2299,263,aelf,ELF,http://aelf.com/,,https://github.com/AElfProject/AElf,y,,AElfProject/AElf,github
9543,262,Biconomy,BICO,https://biconomy.io,,https://github.com/bcnmy/metatx-standard,y,,bcnmy/metatx-standard,github
5268,264,Energy Web Token,EWT,https://www.energyweb.org/,,https://github.com/energywebfoundation/origin,y,,energywebfoundation/origin,github
5892,265,Anyswap,ANY,https://anyswap.exchange/dashboard,,https://github.com/anyswap/CrossChain-Bridge,y,,anyswap/CrossChain-Bridge,github
8891,266,Bitcoin Standard Hashrate Token,BTCST,https://www.btcst.finance/,,private,y,,,
7737,268,API3,API3,https://api3.org/,,https://github.com/api3dao/airnode,y,,api3dao/airnode,github
5444,267,Cartesi,CTSI,https://cartesi.io/,,https://github.com/cartesi/machine-solidity-step,y,,cartesi/machine-solidity-step,github
3441,269,Divi,DIVI,https://www.diviproject.org/,,https://github.com/Divicoin/Divi,y,,Divicoin/Divi,github
5026,270,Orchid,OXT,https://www.orchid.com/,,https://github.com/OrchidTechnologies/orchid,y,,OrchidTechnologies/orchid,github
1732,271,Numeraire,NMR,https://numer.ai/,,https://github.com/numerai/numerapi,y,,numerai/numerapi,github
9175,272,MOBOX,MBOX,https://www.mobox.io/#/,,private,y,,,
1710,273,Veritaseum,VERI,http://veritas.veritaseum.com/,,https://github.com/veritaseum/Veritaseum,y,,veritaseum/Veritaseum,github
8425,274,JasmyCoin,JASMY,https://www.jasmy.co.jp/en_company.html,,private,y,,,
6958,275,Alchemy Pay,ACH,https://alchemypay.org/,,https://github.com/Alchemy-GPS/cryptocurrency-cashier-android,y,,Alchemy-GPS/cryptocurrency-cashier-android,github
7817,276,Bifrost (BFC),BFC,https://thebifrost.io/,,private,y,,,
14803,277,Aurora,AURORA,https://aurora.dev/,,https://github.com/aurora-is-near/aurora-engine,y,,aurora-is-near/aurora-engine,github
5031,278,MimbleWimbleCoin,MWC,https://www.mwc.mw/,,https://github.com/mwcproject/mwc-node,y,,mwcproject/mwc-node,github
16463,279,OpenDAO,SOS,https://www.theopendao.com/,,https://github.com/The-OpenDAO/theopendao-interface,y,,The-OpenDAO/theopendao-interface,github
6951,280,Reef,REEF,https://reef.io/,,https://github.com/reef-defi/reef-client,y,runs on polkadot,reef-defi/reef-client,github
3866,281,CONUN,CON,https://conun.io,,private,y,,,
693,282,Verge,XVG,http://vergecurrency.com/,,https://github.com/vergecurrency/verge,y,,vergecurrency/verge,github
5113,283,inSure DeFi,SURE,https://insuretoken.net/,,https://github.com/inSureToken/SmartContract/blob/master/inSure.sol,y,,inSureToken/SmartContract/blob/master/inSure.sol,github
10746,284,Biswap,BSW,https://biswap.org/,,https://github.com/biswap-org/core,y,,biswap-org/core,github
9417,285,Maple,MPL,https://maple.finance/,,https://github.com/maple-labs/maple-core,y,,maple-labs/maple-core,github
8489,286,XSGD,XSGD,https://www.straitsx.com/,,https://github.com/Xfers/StraitsX-tokens,y,,Xfers/StraitsX-tokens,github
3662,287,HedgeTrade,HEDG,https://hedgetrade.com/,,https://github.com/rublixdev/hedgtokenmint,y,,rublixdev/hedgtokenmint,github
10750,288,Qredo,QRDO,https://www.qredo.com/,,https://github.com/qredo/partner-api-sign,y,,qredo/partner-api-sign,github
11171,290,Mango,MNGO,https://mango.markets/,,https://github.com/blockworks-foundation/mango,y,,blockworks-foundation/mango,github
15478,289,Decentral Games,DG,https://decentral.games,,https://github.com/decentralgames/games,y,,decentralgames/games,github
1104,291,Augur,REP,http://www.augur.net/,,https://github.com/AugurProject/augur,y,,AugurProject/augur,github
12999,292,ssv.network,SSV,https://ssv.network/,,https://github.com/bloxapp/ssv-web,n,,bloxapp/ssv-web,github
1637,293,iExec RLC,RLC,https://iex.ec/,https://docs.iex.ec/,https://github.com/iExecBlockchainComputing,n,,iExecBlockchainComputing,github
3012,294,VeThor Token,VTHO,https://www.vechain.org/,,https://github.com/vechain/thor,y,,vechain/thor,github
16604,296,1eco,1ECO,https://www.1eco.io,,,n,,,
11307,295,Beta Finance,BETA,https://betafinance.org/,https://app.betafinance.org/,https://betafinance.org/BetaWhitepaperAndDisclaimer.pdf,n,,betafinance.org/BetaWhitepaperAndDisclaimer.pdf,
8420,297,DAO Maker,DAO,https://daomaker.com/,,https://github.com/daomaker,n,,daomaker,github
6651,298,USDX [Kava],USDX,https://kava.io,,https://github.com/kava-labs,n,,kava-labs,github
3437,299,ABBC Coin,ABBC,https://abbccoin.com/,,,n,,,
2297,300,StormX,STMX,https://stormx.io/,,https://github.com/StormX-Inc/crowdsale,n,,StormX-Inc/crowdsale,github
7189,301,Origin Dollar,OUSD,https://www.ousd.com,,,n,,,
10821,302,Starlink,STARL,https://www.starltoken.com/,,https://github.com/StarlinkMeta,n,,StarlinkMeta,github
2780,303,NKN,NKN,https://nkn.org/,,https://github.com/nknorg,n,,nknorg,github
6843,304,Radicle,RAD,https://radicle.xyz/,,https://github.com/radicle-dev,n,,radicle-dev,github
4120,305,Prometeus,PROM,https://prometeus.io/,,,n,,,
7726,306,ICHI,ICHI,https://ichi.farm/#/swap,https://www.ichi.org/,,n,,,
3673,307,ASD,ASD,https://ascendex.com/,,,n,,,
291,308,MaidSafeCoin,MAID,https://safenetwork.tech/,http://maidsafe.net,https://github.com/maidsafe/sn_node,y,,maidsafe/sn_node,github
4092,309,Dusk Network,DUSK,https://www.dusk.network,,https://github.com/dusk-network,n,,dusk-network,github
2989,310,STASIS EURO,EURS,https://stasis.net,,https://github.com/STASISNET,n,,STASISNET,github
2585,311,CENNZnet,CENNZ,https://cennz.net/,,https://github.com/cennznet,n,,cennznet,github
7431,312,Akash Network,AKT,https://akash.network,,,n,,,
10529,313,Sun (New),SUN,https://sun.io/,,,n,,,
1343,314,Stratis,STRAX,http://stratisplatform.com/,,https://github.com/stratisproject,n,,stratisproject,github
1230,315,Steem,STEEM,https://steem.com/,https://steemit.com/,https://github.com/steemit/steem,n,,steemit/steem,github
12140,316,RMRK,RMRK,https://rmrk.app/,,https://github.com/rmrk-team/rmrk-tools,n,,rmrk-team/rmrk-tools,github
6715,317,Sperax,SPA,https://sperax.io/,,https://github.com/Sperax,n,,Sperax,github
3418,319,Metadium,META,https://www.metadium.com/,,https://github.com/metadium,n,,metadium,github
5631,318,Orion Protocol,ORN,https://www.orionprotocol.io/orn,,https://github.com/orionprotocol,n,,orionprotocol,github
10897,323,Alitas,ALT,https://alitas.tech/,,https://github.com/AlitasTech,n,,AlitasTech,github
3089,320,AVINOC,AVINOC,https://avinoc.com/,,https://github.com/AVINOCICO,n,,AVINOCICO,github
4679,322,Band Protocol,BAND,https://bandprotocol.com/,,https://github.com/bandprotocol/chain,y,,bandprotocol/chain,github
2444,321,CRYPTO20,C20,https://invictuscapital.com/en/crypto20,,https://github.com/cryptotwenty,n,,cryptotwenty,github
4006,324,Standard Tokenization Protocol,STPT,https://stp.network/,,,n,,,
5618,325,Dawn Protocol,DAWN,https://dawn.org,https://firstblood.io,https://github.com/Dawn-Protocol,n,,Dawn-Protocol,github
5552,326,Hathor,HTR,https://hathor.network,,https://github.com/HathorNetwork,n,,HathorNetwork,github
11206,327,Bloktopia,BLOK,https://www.bloktopia.com/,,,n,,,
3701,328,RSK Infrastructure Framework,RIF,https://www.rifos.org/,,https://github.com/riflabs/rif-faucet-client,y,,riflabs/rif-faucet-client,github
8536,329,Mask Network,MASK,https://www.mask.io,,https://github.com/DimensionDev/Maskbook,n,,DimensionDev/Maskbook,github
5072,330,Rakon,RKN,https://rkntoken.io,,,n,,,
7232,331,Alpha Finance Lab,ALPHA,https://alphafinance.io/,,https://github.com/AlphaFinanceLab/alphahomora,y,,AlphaFinanceLab/alphahomora,github
3748,332,Hxro,HXRO,https://hxro.io/,,,n,,,
7857,333,Mirror Protocol,MIR,https://mirror.finance,,https://github.com/Mirror-Protocol/eth-web-app,n,,Mirror-Protocol/eth-web-app,github
8911,334,Strike,STRK,https://strike.org,,https://github.com/StrikeFinance,n,,StrikeFinance,github
7208,335,Polkastarter,POLS,https://www.polkastarter.com/,,https://github.com/polkastarter/polkastarter-js,y,polkadot kickstarter,polkastarter/polkastarter-js,github
8613,336,Alchemix,ALCX,https://alchemix.fi/,,https://github.com/alchemix-finance,n,,alchemix-finance,github
2665,337,Dero,DERO,https://dero.io,,https://github.com/deroproject/derosuite,n,,deroproject/derosuite,github
10759,338,DeversiFi,DVF,https://www.deversifi.com/,,https://github.com/DeversiFi,n,,DeversiFi,github
7046,339,Aavegotchi,GHST,https://aavegotchi.com/,,,n,,,
1552,341,Enzyme,MLN,https://enzyme.finance/,,https://github.com/enzymefinance,n,,enzymefinance,github
7590,342,Dvision Network,DVI,https://dvision.network/,,https://github.com/Dvision-Network,n,,Dvision-Network,github
1974,340,Propy,PRO,https://propy.com/,,,n,,,
1750,343,GXChain,GXC,https://gxs.gxb.io/en/,,https://github.com/gxchain,n,,gxchain,github
7963,344,Venus ETH,vETH,https://app.venus.io/dashboard,,,n,,,
1586,345,Ark,ARK,http://ark.io/,,https://github.com/ArkEcosystem/core,y,,ArkEcosystem/core,github
12064,347,Cratos,CRTS,https://www.cratostoken.com,,https://github.com/CratosTokenOfficial,n,,CratosTokenOfficial,github
9720,346,PlatON,LAT,https://platon.network/,,https://github.com/PlatONnetwork,n,,PlatONnetwork,github
1757,348,FUNToken,FUN,https://funtoken.io/,,https://github.com/funfair-tech/funfair-trulioo-client,y,,funfair-tech/funfair-trulioo-client,github
2827,349,Phantasma,SOUL,https://phantasma.io/,,https://github.com/phantasma-io,n,,phantasma-io,github
5350,350,Proton,XPR,https://www.protonchain.com,,https://github.com/ProtonProtocol,n,,ProtonProtocol,github
8938,351,Ellipsis,EPS,https://www.ellipsis.finance/,,https://github.com/ellipsis-finance,n,,ellipsis-finance,github
7288,352,Venus,XVS,https://venus.io/,,https://github.com/SwipeWallet/Venus-Protocol,y,,SwipeWallet/Venus-Protocol,github
8972,353,Seedify.fund,SFUND,https://launchpad.seedify.fund/,https://staking.seedify.fund/,,n,,,
5612,354,SOMESING,SSX,https://somesing.io,,,n,,,
7064,355,BakeryToken,BAKE,https://www.bakeryswap.org/,,https://github.com/BakeryProject,n,,BakeryProject,github
7543,356,Hoo Token,HOO,https://hoo.com/,,,n,,,
3977,357,Sport and Leisure,SNL,https://www.snltoken.io/,,,n,,,
9892,358,YooShi,YOOSHI,https://www.yooshi.io/,,https://github.com/Yooshi-io,n,,Yooshi-io,github
5453,359,KardiaChain,KAI,https://www.kardiachain.io/,,https://github.com/kardiachain/go-kardia,n,,kardiachain/go-kardia,github
14822,360,Victoria VR,VR,https://victoriavr.com/,,,n,,,
5429,361,DEAPcoin,DEP,https://dea.sg/,,https://github.com/Digita-Entertainment-Asset/DEP,n,,Digita-Entertainment-Asset/DEP,github
8894,362,Deeper Network,DPR,https://www.deeper.network,https://www.shop.deeper.network,https://github.com/e2chain-dev/deeper-chain,n,,e2chain-dev/deeper-chain,github
2320,363,Utrust,UTK,https://utrust.com/,,https://github.com/utrustdev/utrust-ts-library,y,,utrustdev/utrust-ts-library,github
2570,364,TomoChain,TOMO,https://tomochain.com/,,https://github.com/tomochain,n,,tomochain,github
7725,365,TrueFi,TRU,https://truefi.io/,https://www.trusttoken.com/,https://github.com/trusttoken/truefi-spec,n,,trusttoken/truefi-spec,github
1762,367,Ergo,ERG,https://ergoplatform.org/,,https://github.com/ergoplatform,n,,ergoplatform,github
1788,366,Metal,MTL,https://www.metalpay.com/,,,n,,,
9104,368,AIOZ Network,AIOZ,https://aioz.network/,,https://github.com/AIOZNetwork,n,,AIOZNetwork,github
11568,369,Adventure Gold,AGLD,https://www.lootproject.com/,,,n,,,
2137,371,Electroneum,ETN,http://electroneum.com/,,https://github.com/electroneum,n,,electroneum,github
11926,372,Thetan Arena,THG,https://thetanarena.com,https://kardiachain.io,https://github.com/thetanarena/thetan-token,n,,thetanarena/thetan-token,github
2840,373,QuarkChain,QKC,https://quarkchain.io/,,https://github.com/QuarkChain,n,,QuarkChain,github
7311,374,Beefy Finance,BIFI,https://beefy.finance/,,https://github.com/beefyfinance,n,,beefyfinance,github
13655,370,Crabada,CRA,https://www.crabada.com/,,,n,,,
7958,376,Venus USDC,vUSDC,https://app.venus.io/dashboard,,,n,,,
9674,375,Wilder World,WILD,https://www.wilderworld.com/,,,n,,,
18112,377,Alpine F1 Team Fan Token,ALPINE,https://www.binance.com/en/fan-token/team-profile/alpine,,,n,,,
1883,378,Adshares,ADS,https://adshares.net/,,https://github.com/adshares,n,,adshares,github
2927,379,sUSD,SUSD,https://www.synthetix.io/,,https://github.com/Synthetixio,n,,Synthetixio,github
9891,380,BinaryX,BNX,https://www.binaryx.pro/#/,,,n,,,
2662,381,Haven Protocol,XHV,https://havenprotocol.org/,,https://github.com/haven-protocol-org,n,,haven-protocol-org,github
3626,382,RSK Smart Bitcoin,RBTC,https://rsk.co,,https://github.com/rsksmart,n,,rsksmart,github
9119,383,Alien Worlds,TLM,https://alienworlds.io,https://play.alienworlds.io,https://github.com/Alien-Worlds,n,,Alien-Worlds,github
7859,384,Badger DAO,BADGER,https://app.badger.finance/,,https://github.com/Badger-Finance/badger-system,y,,Badger-Finance/badger-system,github
13523,385,Merit Circle,MC,https://www.meritcircle.io/,,,n,,,
2222,386,Bitcoin Diamond,BCD,https://www.bitcoindiamond.org/,,https://github.com/eveybcd/BitcoinDiamond,y,,eveybcd/BitcoinDiamond,github
5908,387,dKargo,DKA,https://dkargo.io/main_en.html,,,n,,,
11150,388,DeFine,DFA,https://www.define.one/,,,n,,,
11374,389,Mines of Dalarnia,DAR,https://www.minesofdalarnia.com/,,,n,,,
2606,390,Wanchain,WAN,https://wanchain.org/,,https://github.com/wanchain,n,,wanchain,github
7055,391,DeFi Pulse Index,DPI,https://www.indexcoop.com/dpi,,https://github.com/SetProtocol/set-v2,n,,SetProtocol/set-v2,github
3928,392,IDEX,IDEX,https://idex.io/,,https://github.com/idexio/IDEX,n,,idexio/IDEX,github
7692,393,e-Radix,EXRD,https://www.radixdlt.com/,https://radixtokens.com/,https://github.com/radixdlt,n,,radixdlt,github
6748,394,Centrifuge,CFG,https://centrifuge.io/,,https://github.com/centrifuge,n,,centrifuge,github
10052,395,Gitcoin,GTC,https://gitcoin.co/,,,n,,,
3816,396,Verasity,VRA,https://www.verasity.io/,https://verasity.tv,https://github.com/verasitytech,n,,verasitytech,github
5824,397,Smooth Love Potion,SLP,https://axieinfinity.com/,,,n,,,
2930,398,Everipedia,IQ,https://everipedia.org/,,https://github.com/EveripediaNetwork,n,,EveripediaNetwork,github
8384,399,Clover Finance,CLV,https://clover.finance/,,https://github.com/clover-network,n,,clover-network,github
5810,400,bZx Protocol,BZRX,https://bzx.network/,,https://github.com/bZxNetwork,n,,bZxNetwork,github
4039,401,ARPA Chain,ARPA,https://arpachain.io/,,,n,,,
5380,402,HUNT,HUNT,https://token.hunt.town/,https://review.hunt.town/,https://github.com/Steemhunt,n,,Steemhunt,github
6756,404,Acala Token,ACA,https://acala.network/,,https://github.com/AcalaNetwork,n,,AcalaNetwork,github
4807,405,CertiK,CTK,https://www.shentu.technology/,,https://github.com/ShentuChain,n,,ShentuChain,github
2424,406,SingularityNET,AGIX,https://singularitynet.io/,,https://github.com/singnet/snet-dapp,y,,singnet/snet-dapp,github
5601,407,STAKE,STAKE,http://xdaichain.com/,,https://github.com/xdaichain,n,,xdaichain,github
7320,403,Neutrino Token,NSBT,https://neutrino.at/,,https://github.com/waves-exchange/neutrino-contract,n,,waves-exchange/neutrino-contract,github
8037,408,Terra Virtua Kolect,TVK,https://terravirtua.io/,,https://etherscan.io/token/0xd084b83c305dafd76ae3e1b4e1f1fe2ecccb3988#code,n,,etherscan.io/token/0xd084b83c305dafd76ae3e1b4e1f1fe2ecccb3988#code,
7585,409,Freeway Token,FWT,https://freeway.io/,,,n,,,
8119,410,SafePal,SFP,https://www.safepal.io,,https://github.com/SafePalWallet,n,,SafePalWallet,github
8245,411,Hydra,HYDRA,https://hydrachain.org/,,https://github.com/Hydra-Chain,n,,Hydra-Chain,github
7411,412,Covalent,CQT,https://www.covalenthq.com/,,https://github.com/covalenthq,n,,covalenthq,github
11222,413,Wrapped NCG (Nine Chronicles Gold),WNCG,https://nine-chronicles.com/,,https://github.com/planetarium/NineChronicles,n,,planetarium/NineChronicles,github
3637,414,Aergo,AERGO,https://www.aergo.io/,,https://github.com/aergoio,n,,aergoio,github
5728,415,Balancer,BAL,https://balancer.finance/,http://balancer.exchange/,https://github.com/balancer-labs/balancer-core,y,,balancer-labs/balancer-core,github
2896,416,Hifi Finance,MFT,https://hifi.finance/,,https://github.com/MainframeHQ,n,,MainframeHQ,github
7236,417,Celo Dollar,CUSD,https://celo.org/,https://thecelo.com/,https://github.com/celo-org,n,,celo-org,github
2588,418,Loom Network,LOOM,https://loomx.io/,,https://github.com/loomnetwork,n,,loomnetwork,github
3351,419,ZB Token,ZB,https://www.zb.com/,,private,y,,,
5957,420,DFI.Money,YFII,https://dfi.money/#/,,,n,,,
4056,421,Ampleforth,AMPL,https://www.ampleforth.org/,,https://github.com/ampleforth/uFragments,y,,ampleforth/uFragments,github
5007,422,TROY,TROY,https://troytrade.com/,,,n,,,
5338,423,Somnium Space Cubes,CUBE,https://somniumspace.com/,,,n,,,
11367,424,Aurory,AURY,https://aurory.io/,,,n,,,
7535,425,Keep3rV1,KP3R,https://keep3r.network/,,https://github.com/keep3r-network/keep3r.network,n,,keep3r-network/keep3r.network,github
9421,426,Ampleforth Governance Token,FORTH,https://www.ampleforth.org/,,https://github.com/ampleforth/Forth,n,,ampleforth/Forth,github
3742,427,Chimpion,BNANA,https://www.chimpion.io,,,n,,,
2776,428,Travala.com,AVA,https://www.travala.com/,https://book.travala.com/,https://github.com/travala/Booking-SC,y,,travala/Booking-SC,github
7978,429,Bonfida,FIDA,https://bonfida.com,https://solible.com,https://github.com/dr497,n,,dr497,github
5221,430,Handshake,HNS,https://handshake.org/,,https://github.com/handshake-org,n,,handshake-org,github
3874,431,IRISnet,IRIS,https://www.irisnet.org/,,https://github.com/irisnet,n,,irisnet,github
8200,432,Shapeshift FOX Token,FOX,https://shapeshift.com/,,,n,,,
2245,433,Presearch,PRE,https://www.presearch.io/,https://www.presearch.org/,https://github.com/presearchofficial,n,,presearchofficial,github
8985,434,Efinity Token,EFI,https://enjin.io/products/efinity,https://enjin.io,https://github.com/enjin/contracts-efi,n,,enjin/contracts-efi,github
7678,436,KeeperDAO,ROOK,https://app.keeperdao.com/,,,n,,,
15678,435,Voxies,VOXEL,https://voxies.io/,,,n,,,
15585,437,GuildFi,GF,https://guildfi.com/,,,n,,,
2441,438,Molecular Future,MOF,http://www.molecular.cc/,,,n,,,
8541,439,SifChain,erowan,https://sifchain.finance/,,https://github.com/Sifchain,n,,Sifchain,github
8100,440,ankrETH,aEth,https://stkr.io/,,https://github.com/Ankr-network/stkr-smartcontract-public,n,,Ankr-network/stkr-smartcontract-public,github
788,441,Circuits of Value,COVAL,https://circuitsofvalue.com/,https://www.emblem.pro,,n,,,
6859,442,Harvest Finance,FARM,https://harvest.finance/,,https://github.com/harvest-finance,n,,harvest-finance,github
11232,443,Highstreet,HIGH,https://highstreet.market,,https://github.com/TravisBuilds/HighStreet,n,,TravisBuilds/HighStreet,github
9020,444,Toko Token,TKO,https://www.tokocrypto.com/,,,n,,,
4467,446,Nestree,EGG,https://www.nestree.io/,https://blog.naver.com/nestree_io,,n,,,
8525,447,Rai Reflex Index,RAI,https://reflexer.finance/,,https://github.com/reflexer-labs,n,,reflexer-labs,github
8044,445,Adappter Token,ADP,https://adappter.io/eng.html,,https://github.com/sinestcorp/Adappter,n,,sinestcorp/Adappter,github
8615,448,Ethernity Chain,ERN,https://ethernity.io/,https://ethernity.co/,,n,,,
3946,451,Carry,CRE,https://carryprotocol.io/,,,n,,,
15261,449,ONUS,ONUS,https://goonus.io/en,,https://github.com/ONUS-APP/smart-contract,n,,ONUS-APP/smart-contract,github
8206,452,QuickSwap,QUICK,https://quickswap.exchange/,https://info.quickswap.exchange/#/home,https://github.com/QuickSwap,n,,QuickSwap,github
6724,450,Klever,KLV,https://www.klever.io/,,https://github.com/klever-app,n,,klever-app,github
12387,453,Ribbon Finance,RBN,https://www.ribbon.finance/,,https://github.com/ribbon-finance,n,,ribbon-finance,github
3930,454,ThunderCore,TT,https://www.thundercore.com,,https://github.com/thundercore,n,,thundercore,github
8827,455,Boson Protocol,BOSON,http://bosonprotocol.io,,https://github.com/bosonprotocol,n,,bosonprotocol,github
7102,456,Linear,LINA,https://linear.finance,,https://github.com/Linear-finance,n,,Linear-finance,github
5354,457,PEAKDEFI,PEAK,http://peakdefi.com/,https://app.peakdefi.com/,https://github.com/peakdefi,n,,peakdefi,github
6841,459,Phala Network,PHA,https://phala.network/,,https://github.com/Phala-Network,n,,Phala-Network,github
5279,460,Sologenic,SOLO,https://www.sologenic.com/,,https://github.com/sologenic,n,,sologenic,github
1993,458,Kin,KIN,https://www.kin.org/,,https://github.com/kinecosystem,n,,kinecosystem,github
2610,461,PECULIUM (old),PCL,http://peculium.io,https://saieve.io/,https://github.com/Peculium-Dev/PCLToken,n,,Peculium-Dev/PCLToken,github
4036,463,Contentos,COS,https://www.contentos.io/,,https://github.com/coschain,n,,coschain,github
11294,462,SuperRare,RARE,https://superrare.com/,,,n,,,
4950,464,LCX,LCX,https://www.lcx.com,http://t.me/LCXNews,,n,,,
7242,465,cVault.finance,CORE,https://cvault.finance/,,,n,,,
10188,466,Automata Network,ATA,https://ata.network,,https://git.io/Jsbrp,n,,git.io/Jsbrp,
2492,467,Elastos,ELA,https://elastos.info,https://elastos.org,https://github.com/elastos,n,,elastos,github
8707,468,Alpaca Finance,ALPACA,https://www.alpacafinance.org/,,https://github.com/alpaca-finance,n,,alpaca-finance,github
8107,469,Cobak Token,CBK,https://cobak.co.kr/,,https://github.com/cobak-dev/token-profile,n,,cobak-dev/token-profile,github
7460,470,Alpha Quark Token,AQT,https://alphaquark.io/,,https://github.com/alphaquark,n,,alphaquark,github
1521,471,Komodo,KMD,https://komodoplatform.com/,,https://github.com/KomodoPlatform,n,,KomodoPlatform,github
3714,472,LTO Network,LTO,https://www.ltonetwork.com/,,https://github.com/ltonetwork,n,,ltonetwork,github
463,473,BitShares,BTS,https://bitshares.org,,https://github.com/bitshares/bitshares-core,y,,bitshares/bitshares-core,github
4441,474,Vectorspace AI,VXV,https://vectorspace.ai,,https://gist.github.com/Vectorspace-API,n,,.com/Vectorspace-API,github
4191,475,Syntropy,NOIA,http://syntropynet.com/,,https://github.com/SyntropyNet,n,,SyntropyNet,github
7150,476,Flamingo,FLM,https://flamingo.finance/,,,n,,,
5266,477,MiL.k,MLK,http://milkalliance.io/,,https://github.com/key-inside,n,,key-inside,github
2319,478,Qcash,QC,https://quickcash.com/,https://www.zb.cn,,n,,,
15257,481,EverRise,RISE,https://www.everrise.com/,,https://github.com/everrise-ecosystem,n,,everrise-ecosystem,github
5049,479,VerusCoin,VRSC,http://www.veruscoin.io,,https://github.com/VerusCoin/VerusCoin,n,,VerusCoin/VerusCoin,github
213,482,MonaCoin,MONA,http://monacoin.org,,https://github.com/monacoinproject/monacoin,n,,monacoinproject/monacoin,github
6138,484,DIA,DIA,https://diadata.org/,,https://github.com/diadata-org,n,,diadata-org,github
8034,480,BioPassport Token,BIOT,https://biopassport.io,,https://github.com/biopassport/contract,n,,biopassport/contract,github
10180,485,GMT Token,GMT,https://gmt.io/,,https://github.com/gomining-token/smart,n,,gomining-token/smart,github
7206,483,TitanSwap,TITAN,https://titanswap.org/,,,n,,,
7654,486,RFOX,RFOX,https://rfox.com,https://rfoxvalt.com/,https://etherscan.io/token/0xa1d6df714f91debf4e0802a542e13067f31b8262#readContract,n,,etherscan.io/token/0xa1d6df714f91debf4e0802a542e13067f31b8262#readContract,
4862,487,DAD,DAD,https://dad.one/,,https://github.com/DAD-Chain,n,,DAD-Chain,github
9868,488,XCAD Network,XCAD,https://xcademytoken.com/,,,n,,,
